id,label,type,Codigo,Provincia,Canton,Parroquia,Distrito,Area,Jefatura,Unidad_operativa,Tipo_atencion,Zona_administrativa,Poblacion_2009,Tipo_via,Direccion_unidad_operativa,Telefono,Tipologia,Nivel,Atencion,Dotacion_camas,Geolatlon,Lat,Lon,Easting,Northing,Cobertura,No_licencia,U_o_tambien_conocida_como,Licencia_cond,Poblacion_2010,Licencia,Distancia_mint_Jefatura,Distancia_km_jefatura,Direccion_alternativa/0,Referencia_unidad_operativa
629-0106014,629-0106014,Item,106014,CHIMBORAZO,RIOBAMBA,MALDONADO,06D01,1,Por determinar,Norte Ver,,3,Desconocido,1er. ORDEN,,,CSU,,,,,,,,,,,,,,,,10,,
630-010604250,630-010604250,Item,10604250,CHIMBORAZO,CHAMBO,CHAMBO,06D01,1,Centro de Salud No. 3,Chambo,,3,8212,1er. ORDEN,,,CSU,,,,"-1.7256905,-78.5980245",-1.7256905,-78.5980245,767238,9809090,,,,,8321,,7,15,18 DE MARZO Y MERCEDES MONCAYO,
631-010604450,631-010604450,Item,10604450,CHIMBORAZO,CHAMBO,CHAMBO,06D01,1,Centro de Salud No. 3,San Francisco de Chambo,,3,2186,1o. y 2o. ORDEN,,,PS,,,,"-1.7852390,-78.5759669",-1.785239,-78.5759669,769685,9802499,,,,,2215,,16,30,JUNTO A LA ESCUELA DIEGO DONOSO,
632-010604451,632-010604451,Item,10604451,CHIMBORAZO,CHAMBO,CHAMBO,06D01,1,Centro de Salud No. 3,Llucud,,3,149,1o. y 2o. ORDEN,,,PS,,,,"-1.7103406,-78.5826472",-1.7103406,-78.5826472,768952,9810786,,,,,1509,,9,20,JUNTO AL ESTADIO DE LA COMUNIDAD,
633-010602010,633-010602010,Item,10602010,CHIMBORAZO,ALAUSI,ALAUSI,06D02,4,Alausi - 70 Camas,Alausí,,3,1015,,,,HB,,,70,"-2.2057788,-78.8486557",-2.2057788,-78.8486557,739271,9756021,,,HOSPITAL CIVIL DE ALAUSI,,,,,,PABLO J. DAVILA (ENTRE ANTONIO MORA Y ESCOLASTICO IZQUIERDO),
634-010602250,634-010602250,Item,10602250,CHIMBORAZO,ALAUSI,MULTITUD,06D02,2,Colta  - 25 Camas,Multitud,,3,2632,1er. ORDEN,,,CSR,,,,"-2.1067353,-78.9955771",-2.1067353,-78.9955771,722938,9766998,,,,,2667,,100,95,A 4 KM. DE LA VIA PRINCIPAL,
635-010602251,635-010602251,Item,10602251,CHIMBORAZO,ALAUSI,ACHUPALLAS,06D02,4,Alausi - 70 Camas,Achupallas,,3,11647,1o. y 2o. ORDEN,,,CSR,,,,"-2.2850080,-78.7693352",-2.285008,-78.7693352,748084,9747244,,,,,,,50,70,"VIA A ZULA  (JUNTO AL COLEGIO """"MARISCAL SUCRE"""")",
636-010602252,636-010602252,Item,10602252,CHIMBORAZO,ALAUSI,GUASUNTOS,06D02,4,Alausi - 70 Camas,Guasuntos,,3,2052,1er. ORDEN,,,CSR,,,,"-2.2323139,-78.8123726",-2.2323139,-78.8123726,743304,9753080,,,,,,,10,10,MALDONADO ENTRE ROCAFUERTE Y MONTALVO,
637-010602253,637-010602253,Item,10602253,CHIMBORAZO,ALAUSI,HUIGRA,06D02,4,Alausi - 70 Camas,Huigra,,3,3043,1er. ORDEN,,,CSR,,,,"-2.2927865,-78.9840033",-2.2927865,-78.9840033,724198,9746419,,,,,,,35,40,"BARRIO TURISTICO AL LADO DE HOSTERIA """"ETERNA PRIMAVERA""""",
638-010602254,638-010602254,Item,10602254,CHIMBORAZO,ALAUSI,SIBAMBE,06D02,4,Alausi - 70 Camas,Sibambe*,,3,6117,1er. ORDEN,,,CSR,,,,"-2.2263532,-78.8905426",-2.2263532,-78.8905426,734607,9753752,,,,,,,15,15,GUAYAQUIL Y SAN FELIPE SANTIAGO,
639-010602255,639-010602255,Item,10602255,CHIMBORAZO,ALAUSI,TIXAN,06D02,4,Alausi - 70 Camas,Tixán,,3,10381,1er. ORDEN,,,CSR,,,,"-2.1535382,-78.8024851",-2.1535382,-78.8024851,744417,9761792,,,,,,,15,15,24 DE MAYO Y TADEO VELOZ,
640-010602450,640-010602450,Item,10602450,CHIMBORAZO,ALAUSI,GUASUNTOS,06D02,4,Alausi - 70 Camas,Nizag,,3,978,1o. y 2o. ORDEN,,,PS,,,,"-2.2345277,-78.8420086",-2.2345277,-78.8420086,740006,9752840,,,,,,,20,30,"NIZAG BAJO (FRENTE A LA PLAZA ANTIGUA Y A LA GUARDERIA CENTRO """"LOS ENANITOS""""",
641-010602451,641-010602451,Item,10602451,CHIMBORAZO,ALAUSI,SEVILLA,06D02,4,Alausi - 70 Camas,Sevilla,,3,1295,1er. ORDEN,,,PS,,,,"-2.2720677,-78.8259289",-2.2720677,-78.8259289,741789,9748685,,,,,,,50,60,13 DE NOVIEMBRE Y SIMON BOLIVAR,
642-010605010,642-010605010,Item,10605010,CHIMBORAZO,CHUNCHI,CHUNCHI,06D02,5,Chunchi -15 Camas,Chunchi,,3,7995,,,,HB,,,15,"-2.2900880,-78.9244787",-2.290088,-78.9244787,730821,9746708,,,"HOSPITAL BASICO MIGUEL LEON BERMEO ""CHUNCHI""",,,,,,CALLE ARTURO ORDOÑEZ Y QUITO,
643-010605250,643-010605250,Item,10605250,CHIMBORAZO,CHUNCHI,GONZOL,06D02,5,Chunchi -15 Camas,Gonzol,,3,1722,2do. ORDEN,,,CSR,,,,"-2.2615195,-78.8454740",-2.2615195,-78.845474,739616,9749855,,,,,,,30,35,"CALLE MANUEL MERINO, JUNTO AL JARDIN DE INFANTES TARJELIA TORRES",
644-010605251,644-010605251,Item,10605251,CHIMBORAZO,CHUNCHI,LLAGOS,06D02,5,Chunchi -15 Camas,Llagos,,3,1053,2do. ORDEN,,,CSR,,,,"-2.3665959,-78.9862174",-2.3665959,-78.9862174,723940,9738256,,,,,,,40,45,"A 200M ANTES DE LA IGLESIA DE LLAGOS, JUNTO A LA VIA PRINCIPAL DE ACCESO",
645-010605252,645-010605252,Item,10605252,CHIMBORAZO,CHUNCHI,LLAGOS,06D02,5,Chunchi -15 Camas,Joyagshi,,3,972,2do. ORDEN,,,CSR,,,,"-2.3741840,-78.9693614",-2.374184,-78.9693614,725814,9737414,,,,,,,,30,"COMUNIDAD DE JOYAGSHI, UBICADO EN LA PARTE POSTERIOR DE LA IGLESIA Y JUNTO AL CENTRO DE ACOPIO COMUNAL",
646-010605450,646-010605450,Item,10605450,CHIMBORAZO,CHUNCHI,CAPZOL,06D02,5,Chunchi -15 Camas,Capzol,,3,1124,2do. ORDEN,,,PS,,,,"-2.3020770,-78.9246771",-2.302077,-78.9246771,730797,9745382,,,,,,,12,15,"PARROQUIA CAPZOL, FRENTE A LA ESCUELA A 50 M DEL CEMENTERIO",
647-010605451,647-010605451,Item,10605451,CHIMBORAZO,CHUNCHI,COMPUD,06D02,5,Chunchi -15 Camas,Compud,,3,1201,2do. ORDEN,,,PS,,,,"-2.3455916,-78.9424554",-2.3455916,-78.9424554,728812,9740572,,,,,,,25,30,"EN EL CENTRO PARROQUIAL, AL FRENTE DE LA ESCUELA RIOCURARAY",
648-010610250,648-010610250,Item,10610250,CHIMBORAZO,CUMANDA,CUMANDA,06D03,2,Colta  - 25 Camas,Cumanda,,3,823,1er. ORDEN,,,CSU,,,,"-2.2054643,-79.1437538",-2.2054643,-79.1437538,706438,9756100,,,,,7145,,130,130,"BARRIO 28 DE ENERO. CALLE 9 DE OCTUBRE, VIA A BUENOS AIRES",
649-010610251,649-010610251,Item,10610251,CHIMBORAZO,CUMANDA,CUMANDA,06D03,2,Colta  - 25 Camas,La Isla,,3,2366,1er. ORDEN,,,CSR,,,,,,,,,,,,,2397,,145,160,,
650-010610450,650-010610450,Item,10610450,CHIMBORAZO,CUMANDA,CUMANDA,06D03,2,Colta  - 25 Camas,San Vicente,,3,,1er. ORDEN,,,PS,,,,"-2.2235523,-79.1108418",-2.2235523,-79.1108418,710097,9754095,,,,,1195,,80,160,KM. 4 DE LA VIA PRINCIPAL DE CUMANDA,
651-010608050,651-010608050,Item,10608050,CHIMBORAZO,PALLATANGA,PALLATANGA,06D03,2,Colta  - 25 Camas,Pallatanga,,3,1218,1er. ORDEN,,,CS,,,,"-2.0002819,-78.9686691",-2.0002819,-78.9686691,725947,9778768,,,,,12342,,60,75,AVENIDA VELASCO IBARRA Y JOSE SALTOS,
652-010603010,652-010603010,Item,10603010,CHIMBORAZO,COLTA,CAJABAMBA,06D04,2,Colta  - 25 Camas,Colta,,3,16612,,,,HB,,,25,"-1.7032190,-78.7699481",-1.703219,-78.7699481,748103,9811599,,,HOSPITAL PUBLIO ESCOBAR,,14497,,,,"AV. UNIDAD NACIONAL S/N, FRENTE AL COLISEO DE LA LIGA CANTONAL",
653-010603250,653-010603250,Item,10603250,CHIMBORAZO,COLTA,COLUMBE,06D04,2,Colta  - 25 Camas,Columbe,,3,2125,1er. ORDEN,,,CSR,,,,"-1.8884141,-78.7242793",-1.8884141,-78.7242793,753161,9791107,,,,,2154,,10,20,JUNTO A LA ESCUELA LUIS PASTEUR,
654-010603251,654-010603251,Item,10603251,CHIMBORAZO,COLTA,COLUMBE,06D04,2,Colta  - 25 Camas,El Troje,,3,2511,1er. ORDEN,,,CSR,,,,"-1.8376009,-78.7250004",-1.8376009,-78.7250004,753088,9796728,,,,,2544,,6,20,"JUNTO AL CDI LUZ Y GUIA, FRENTE A LA UE ABYA YALA",
655-010603252,655-010603252,Item,10603252,CHIMBORAZO,COLTA,COLUMBE,06D04,2,Colta  - 25 Camas,Pulucate,,3,4617,1er. ORDEN,,,CSR,,,,"-1.8421754,-78.7041693",-1.8421754,-78.7041693,755406,9796219,,,,,4678,,11,20,DIAGONAL AL COLEGIO MANUEL NAULA,
656-010603253,656-010603253,Item,10603253,CHIMBORAZO,COLTA,JUAN DE VELASCO,06D04,2,Colta  - 25 Camas,Juan de Velasco (Pangor),,3,4111,1er. ORDEN,,,CSR,,,,"-1.8277053,-78.8818939",-1.8277053,-78.8818939,735627,9797844,,,,,4164,,25,45,A 200 M. DE LA VIA PRINCIPAL,
657-010603254,657-010603254,Item,10603254,CHIMBORAZO,COLTA,SANTIAGO DE QUITO,06D04,2,Colta  - 25 Camas,Santiago de Quito,,3,702,1er. ORDEN,,,CSR,,,,"-1.7455564,-78.7485080",-1.7455564,-78.748508,750484,9806913,,,,,5900,,2.5,5,JUNTO A LA BIBLIOTECA PARROQUIAL,
658-010603450,658-010603450,Item,10603450,CHIMBORAZO,COLTA,CAJABAMBA,06D04,2,Colta  - 25 Camas,Cebollar Alto,,3,,2do. ORDEN,,,PS,,,,"-1.7751280,-78.7716156",-1.775128,-78.7716156,747908,9803645,,,,,1129,,5,15,FRENTE A LA ESCUELA JUAN BAUTISTA AGUIRRE,
659-010603451,659-010603451,Item,10603451,CHIMBORAZO,COLTA,CAJABAMBA,06D04,2,Colta  - 25 Camas,Sicalpa Viejo,,3,3122,1er. ORDEN,,,PS,,,,"-1.6968331,-78.7825508",-1.6968331,-78.7825508,746701,9812307,,,,,3164,,3.5,10,"BARRIO CENTRAL, JUNTO AL JARDIN LUIS GUERRERO",
660-010603452,660-010603452,Item,10603452,CHIMBORAZO,COLTA,VILLA UNION (CAJABAMBA),06D04,2,Colta  - 25 Camas,Gatazo Zambrano,,3,2528,1o. y 2o. ORDEN,,,PS,,,,"-1.6672670,-78.7554176",-1.667267,-78.7554176,749725,9815574,,,,,2562,,1.5,5,A 120 M DE LA PANAMERICANA AL INGRESO DE LA COMUNIDAD GATAZO ZAMBRANO,
661-010603453,661-010603453,Item,10603453,CHIMBORAZO,COLTA,COLUMBE,06D04,2,Colta  - 25 Camas,Rumicorral,,3,1241,1o. y 2o. ORDEN,,,PS,,,,"-1.8345740,-78.8052983",-1.834574,-78.8052983,744151,9797074,,,,,1258,,6,20,JUNTO A LA ESCUELA DR. ANTONIO PEREZ,
662-010603454,662-010603454,Item,10603454,CHIMBORAZO,COLTA,COLUMBE,06D04,2,Colta  - 25 Camas,Gahuijon,,3,2212,1o. y 2o. ORDEN,,,PS,,,,"-1.8303884,-78.7617912",-1.8303884,-78.7617912,748994,9797531,,,,,2241,,15,25,FRENTE A LA CASA COMUNAL Y A 150 M DE LA VIA A SAN GUISEL ALTO,
663-010603455,663-010603455,Item,10603455,CHIMBORAZO,COLTA,COLUMBE,06D04,2,Colta  - 25 Camas,Lote 1 Y 2,,3,1813,1o. y 2o. ORDEN,,,PS,,,,"-1.8915203,-78.7422084",-1.8915203,-78.7422084,751165,9790766,,,,,1837,,15,20,FRENTE AL CDI MARIA LUISA DAVALOS,
664-010603456,664-010603456,Item,10603456,CHIMBORAZO,COLTA,COLUMBE,06D04,2,Colta  - 25 Camas,San Bernardo,,3,2501,1er. ORDEN,,,PS,,,,"-1.8563001,-78.7636097",-1.8563001,-78.7636097,748788,9794665,,,,,2534,,2.5,15,JUNTO AL PROYECTO NUEVO AMANECER DE LA FUNDACION INTINAN,
665-010603457,665-010603457,Item,10603457,CHIMBORAZO,COLTA,COLUMBE,06D04,2,Colta  - 25 Camas,San Guisel,,3,,1er. ORDEN,,,PS,,,,"-1.8501724,-78.7648572",-1.8501724,-78.7648572,748650,9795343,,,,,1206,,3,10,JUNTO A LA IGLESIA EVANGELICA CORDERITO,
666-010603458,666-010603458,Item,10603458,CHIMBORAZO,COLTA,SANTIAGO DE QUITO,06D04,2,Colta  - 25 Camas,Castug Tungurahuilla,,3,,1o. y 2o. ORDEN,,,PS,,,,"-1.7878148,-78.7157462",-1.7878148,-78.7157462,754125,9802234,,,,,1214,,18,20,A 200 M DE LA ESCUELA JUAN LOBATO,
667-010603459,667-010603459,Item,10603459,CHIMBORAZO,COLTA,CAÑI,06D04,2,Por determinar,Cañi,,3,Desconocido,,,,PS,,,,"-1.7724590,-78.9895729",-1.772459,-78.9895729,723650,9803968,,,,,,,70,,A 300 M DE LA JUNTA PARROQUIAL,
668-010606010,668-010606010,Item,10606010,CHIMBORAZO,GUAMOTE,GUAMOTE,06D04,3,Guamote - 15 Camas,Guamote,,3,14798,,,,HB,,,15,"-1.9375930,-78.7117078",-1.937593,-78.7117078,754553,9785665,,,HOSPITAL GUAMOTE,,,,,,AVDA. SIMON BOILAR S/N Y GUAYAQUIL,
669-010606250,669-010606250,Item,10606250,CHIMBORAZO,GUAMOTE,CEBADAS,06D04,3,Guamote - 15 Camas,Cebadas,,3,76,1er. ORDEN,,,CSR,,,,"-1.9105254,-78.6438136",-1.9105254,-78.6438136,762114,9788649,,,,,,,25,45,SANGAY S/N Y ABDON CALDERON,
670-010606251,670-010606251,Item,10606251,CHIMBORAZO,GUAMOTE,PALMIRA,06D04,3,Guamote - 15 Camas,Palmira,,3,10433,1er. ORDEN,,,CSR,,,,"-2.0812648,-78.7301796",-2.0812648,-78.7301796,752475,9769775,,,,,,,15,15,CALLE CUENCA S/N CENTRO DE LA PARROQUIA,
671-010606450,671-010606450,Item,10606450,CHIMBORAZO,GUAMOTE,GUAMOTE,06D04,3,Guamote - 15 Camas,Chismaute,,3,1168,2do. ORDEN,,,PS,,,,"-1.9902666,-78.6589135",-1.9902666,-78.6589135,760421,9779830,,,,,,,12,25,CENTRO DE LA COMUNIDAD,
672-010606451,672-010606451,Item,10606451,CHIMBORAZO,GUAMOTE,GUAMOTE,06D04,3,Guamote - 15 Camas,Jatun Pamba,,3,1881,2do. ORDEN,,,PS,,,,"-1.9884902,-78.6747200",-1.9884902,-78.67472,758662,9780029,,,,,,,30,40,CENTRO DE LA COMUNIDAD,
673-010606452,673-010606452,Item,10606452,CHIMBORAZO,GUAMOTE,GUAMOTE,06D04,3,Guamote - 15 Camas,Sanancahuan Alto,,3,2078,1er. ORDEN,,,PS,,,,"-1.8564065,-78.6783307",-1.8564065,-78.6783307,758280,9794641,,,,,,,14,25,CENTRO DE LA COMUNIDAD,
674-010606453,674-010606453,Item,10606453,CHIMBORAZO,GUAMOTE,PALMIRA,06D04,3,Guamote - 15 Camas,San Miguel de Pomachaca,,3,1157,2do. ORDEN,,,PS,,,,"-2.0912320,-78.7650209",-2.091232,-78.7650209,748596,9768678,,,,,,,18,30,"JUNTO AL CENTRO EDUCATIVO """"JAIME ROLDOS""""",
675-010606454,675-010606454,Item,10606454,CHIMBORAZO,GUAMOTE,PALMIRA,06D04,3,Guamote - 15 Camas,Tipin San Vicente,,3,594,2do. ORDEN,,,PS,,,,"-2.0683794,-78.8175035",-2.0683794,-78.8175035,742759,9771214,,,SAN VICENTE DE TIPIN,,,,32,40,AL LADO DEL CDI.  MIS PRIMEROS AMIGOS,
676-010607050,676-010607050,Item,10607050,CHIMBORAZO,GUANO,GUANO,06D05,6,Centro de Salud No. 1,Guano *,,3,13879,1er. ORDEN,,,CS,,,,"-1.6088845,-78.6357308",-1.6088845,-78.6357308,763056,9822017,,,,,14063,,5,15,AVENIDA 20 DE DICIEMBRE  Y LANDO,
677-010607250,677-010607250,Item,10607250,CHIMBORAZO,GUANO,ILAPO,06D05,6,Centro de Salud No. 1,Ilapo,,3,1819,2do. ORDEN,,,CSR,,,,"-1.5433579,-78.5883521",-1.5433579,-78.5883521,768339,9829260,,,,,1843,,35,45,PARQUE CENTRAL JUNTO A LA IGLESIA ARMANDO CLAVIJO Y MANUEL BONILLA,
678-010607251,678-010607251,Item,10607251,CHIMBORAZO,GUANO,SAN ANDRES,06D05,6,Centro de Salud No. 1,San Andrés,,3,7741,1er. ORDEN,,,CSR,,,,"-1.5997813,-78.6746451",-1.5997813,-78.6746451,758725,9823029,,,,,7844,,3,10,CALLE CESAR NEVADA JUNTO A LA IGLESIA SAN ANDRES,
679-010607252,679-010607252,Item,10607252,CHIMBORAZO,GUANO,SAN ISIDRO,06D05,6,Centro de Salud No. 1,San Isidro,,3,2415,1er. ORDEN,,,CSR,,,,"-1.5855198,-78.6935699",-1.5855198,-78.6935699,756620,9824609,,,,,2447,,5,15,"BARRIO 15 DE MAYO, JUNTO A LA VIA PRINCIPAL A SAN ISIDRO",
680-010607450,680-010607450,Item,10607450,CHIMBORAZO,GUANO,GUANO,06D05,6,Centro de Salud No. 1,Pungal Grande,,3,922,2do. ORDEN,,,PS,,,,"-1.5948029,-78.5528947",-1.5948029,-78.5528947,772280,9823564,,,,,934,,15,20,PUNGAL GRANDE,
681-010607451,681-010607451,Item,10607451,CHIMBORAZO,GUANO,GUANO,06D05,6,Centro de Salud No. 1,Chingazo,,3,1117,2do. ORDEN,,,PS,,,,"-1.6267994,-78.5814648",-1.6267994,-78.5814648,769095,9820028,,,,,1132,,12,15,"COMUNIDAD CHINGAZO BAJO, CERCA DE LA IGLESIA",
682-010607452,682-010607452,Item,10607452,CHIMBORAZO,GUANO,GUANO,06D05,6,Centro de Salud No. 1,San Jerónimo,,3,578,2do. ORDEN,,,PS,,,,"-1.6052221,-78.5959787",-1.6052221,-78.5959787,767482,9822417,,,SAN GERONIMO,,585,,8,15,CENTRO PARROQUIAL SAN GERONIMO JUNTO A LA CANCHA  Y A LA IGLESIA,
683-010607453,683-010607453,Item,10607453,CHIMBORAZO,GUANO,SAN ANDRES,06D05,6,Centro de Salud No. 1,Tatacto,,3,2314,2do. ORDEN,,,PS,,,,"-1.5488035,-78.7217980",-1.5488035,-78.721798,753482,9828674,,,,,2345,,20,30,COMUNIDAD DE TATACTO FRENTE A LA ESCUELA BATALLA DE TARQUI,
684-010607454,684-010607454,Item,10607454,CHIMBORAZO,GUANO,SAN ANDRES,06D05,6,Centro de Salud No. 1,Balsayan,,3,1086,2do. ORDEN,,,PS,,,,"-1.6031920,-78.6769678",-1.603192,-78.6769678,758466,9822652,,,,,1100,,4,10,"COMUNIDAD DE BALSAYAN, ENTRE LA VIA A GUANO Y SAN ANDRES, CERCA A UNA FABRICA DE ZAPATOS",
685-010607455,685-010607455,Item,10607455,CHIMBORAZO,GUANO,SAN ANDRES,06D05,6,Centro de Salud No. 1,Tuntatacto,,3,1247,2do. ORDEN,,,PS,,,,"-1.5304713,-78.7227697",-1.5304713,-78.7227697,753376,9830702,,,,,1263,,15,20,PARTE POSTERIOR DE LA UNIDAD EDUCATIVA 24 DE JULIO DE TUNTATACTO,
686-010607456,686-010607456,Item,10607456,CHIMBORAZO,GUANO,SAN GERARDO PAICACAHUAN,06D05,6,Centro de Salud No. 1,San Gerardo,,3,2529,1er. ORDEN,,,PS,,,,"-1.6360972,-78.6161529",-1.6360972,-78.6161529,765232,9819004,,,,,2562,,8,10,SAN GERARDO - 24 DE MAYO,
687-010607457,687-010607457,Item,10607457,CHIMBORAZO,GUANO,SAN ISIDRO,06D05,6,Centro de Salud No. 1,Chocavi,,3,2468,2do. ORDEN,,,PS,,,,"-1.5330994,-78.6952798",-1.5330994,-78.6952798,756436,9830408,,,,,2501,,30,40,"COMUNIDAD CHOCAVI CENTRAL, JUNTO A LA ESCUELA RUMI­AHUI",
688-010607458,688-010607458,Item,10607458,CHIMBORAZO,GUANO,GUANANDO,06D05,6,Centro de Salud No. 1,Guanando,,3,360,3er. ORDEN,,,PS,,,,"-1.5442458,-78.5431275",-1.5442458,-78.5431275,773374,9829156,,,,,365,,25,30,GUANANDO,
689-010607459,689-010607459,Item,10607459,CHIMBORAZO,GUANO,SAN JOSE DEL CHAZO,06D05,6,Por determinar,Chazo,,3,Desconocido,3er. ORDEN,,,PS,,,,,,,,,,,,,1235,,26,40,,
690-010607460,690-010607460,Item,10607460,CHIMBORAZO,GUANO,SAN ANDRES,06D05,6,Centro de Salud No. 1,San Pablo,,3,,1er. ORDEN,,,PS,,,,"-1.5579453,-78.7239351",-1.5579453,-78.7239351,753243,9827663,,,,,,,12,30,COMUNIDAD SAN PABLO JUNTO A LA CASA COMUNAL Y EL ESTADIO,
691-010607461,691-010607461,Item,10607461,CHIMBORAZO,GUANO,SAN ISIDRO,06D05,6,Centro de Salud No. 1,La Josefina,,3,,3er. ORDEN,,,PS,,,,"-1.5734958,-78.7090067",-1.5734958,-78.7090067,754903,9825941,,,,,,,10,25,COMUNIDAD LA JOSEFINA JUNTO A LA IGLESIA Y ESCUELA TEODORO WOLL,
692-010607462,692-010607462,Item,10607462,CHIMBORAZO,GUANO,SANTA FE DE GALAN,06D05,6,Centro de Salud No. 1,Santa Fé de Galán,,3,1887,2do. ORDEN,,,PS,,,,"-1.4923322,-78.5644724",-1.4923322,-78.5644724,771004,9834902,,,,,1912,,40,60,JUNTO A LA CARRETERA PRINCIPAL,
693-010609250,693-010609250,Item,10609250,CHIMBORAZO,PENIPE,PENIPE,06D05,6,Centro de Salud No. 1,Penipe **,,3,3648,1er. ORDEN,,,CSU,,,,"-1.5631491,-78.5303606",-1.5631491,-78.5303606,774793,9827063,,,,,3696,,20,25,AVENIDA AMAZONAS,
694-010609450,694-010609450,Item,10609450,CHIMBORAZO,PENIPE,PENIPE,06D05,6,Centro de Salud No. 1,Nabuzo,,3,579,2do. ORDEN,,,PS,,,,"-1.5932531,-78.5268401",-1.5932531,-78.5268401,775181,9823732,,,,,586,,25,35,FRENTE A LA IGLESIA ALTO,
695-010609451,695-010609451,Item,10609451,CHIMBORAZO,PENIPE,LA CANDELARIA,06D05,6,Centro de Salud No. 1,Candelaria,,3,552,3er. ORDEN,,,PS,,,,"-1.6248026,-78.5083174",-1.6248026,-78.5083174,777239,9820239,,,,,559,,40,60,"COMUNIDAD LA CANDELARIA, A LA ENTRADA EN LA VIA PRINCIPAL",
696-010609452,696-010609452,Item,10609452,CHIMBORAZO,PENIPE,MATUS,06D05,6,Centro de Salud No. 1,Matus,,3,1088,2do. ORDEN,,,PS,,,,"-1.5551026,-78.5057605",-1.5551026,-78.5057605,777533,9827950,,,,,1103,,30,40,MATUS,
697-010609453,697-010609453,Item,10609453,CHIMBORAZO,PENIPE,SN.ANTONIO BAYUSHIG,06D05,6,Centro de Salud No. 1,Bayushig,,3,1205,2do. ORDEN,,,PS,,,,"-1.5459619,-78.5188483",-1.5459619,-78.5188483,776077,9828963,,,,,1221,,25,35,"BARRIO QUINCHE, CERCANO AL PARQUE CENTRAL",
698-010609454,698-010609454,Item,10609454,CHIMBORAZO,PENIPE,EL ALTAR,06D05,6,Centro de Salud No. 1,El Altar,,3,1394,2do. ORDEN,,,PS,,,,"-1.5195773,-78.5105439",-1.5195773,-78.5105439,777005,9831881,,,,,1402,,27,40,CENTRO PARROQUIAL EL ALTAR JUNTO A LA TENENCIA POLITICA.,
699-011601010,699-011601010,Item,11601010,PASTAZA,PASTAZA,PUYO,,,Hospital  Puyo,Puyo,AGUDO,3,9948,,,,HG,,,35,"-1.1485767,-78.0069648",-1.1485767,-78.0069648,833091,983555199999,,,HOSPITAL PUYO,,,,,,RAMIRO FERNANDEZ Y EUGENIO ESPEJO. BARRIO INTIPUNGO,
700-011601011,700-011601011,Item,11601011,PASTAZA,,SANTA CLARA,,,Por determinar,Ernesto Ophuls (Santa Clara),AGUDO - FISCOMISIONAL,3,Desconocido,,,,HB,,,20,"-1.2605750,-77.8860413",-1.260575,-77.8860413,846594,986046099999,,,HOSPITAL ERNESTO OPHULS,,,,,,AVENIDA 2 DE ENERO. BARRIO SANTUARIO.,
701-011601500,701-011601500,Item,11601500,PASTAZA,,,,,Hospital  Puyo,Unidad Móvil,UNIDAD MOVIL,3,,,,,UM,,,,,,,,,,,,,,,,,,
702-011601050,702-011601050,Item,11601050,PASTAZA,PASTAZA,PUYO,16D01,1,Por determinar,Mariscal *,,3,Desconocido,,,,CS,,,,"-1.4944407,-77.9928314",-1.4944407,-77.9928314,83466402199,983458981715,,,CENTRO DE SALUD URBANO PUYO,,27989,,,,GALO PLAZA Y ALBERRTO ZAMBRANO. BARRIO GALO PLAZA. DETR-S DEL CEMENTERIO,
703-011601254,703-011601254,Item,11601254,PASTAZA,PASTAZA,PUYO,16D01,2,Hospital  Puyo,El Dorado,,3,61,1er. ORDEN,,,CSU,,,,"-1.4931901,-78.0110036",-1.4931901,-78.0110036,832640,983473099999,,,,,6228,,0.5,5,"AVDA. LOS PINDOS Y ALBERTO ZAMBRANO, DIAGONAL AL MERCADO BARRIAL",
704-011601250,704-011601250,Item,11601250,PASTAZA,PASTAZA,DIEZ DE AGOSTO,16D01,1,Mariscal,Diez de Agosto,,3,1144,1er. ORDEN,,,CSR,,,,"-1.4567130,-77.9061790",-1.456713,-77.906179,84432257705,983875259492,,,,,1168,,48,50,JOSE TOSCANO. VIA A ARAJUNO. FRENTE AL PARQUE CENTRAL,
705-011601251,705-011601251,Item,11601251,PASTAZA,PASTAZA,FATIMA,16D01,1,Mariscal,Fátima,,3,989,1er. ORDEN,,,CSR,,,,"-1.4281164,-77.9993149",-1.4281164,-77.9993149,83395163916,984193180062,,,,,1009,,18,15,"CALLE PRINCIPAL VIA AL TENA, FRENTE AL ESPACIO CUBIERTO",
706-011601252,706-011601252,Item,11601252,PASTAZA,PASTAZA,TENIENTE ORTIZ,16D01,1,Mariscal,Teniente Ortiz,,3,1078,1er. ORDEN,,,CSR,,,,"-1.3760864,-77.9550811",-1.3760864,-77.9550811,83888661594,984768440447,,,,,1100,,58,60,KM.18 VIA PRINCIPAL AL TENA EN LA LOMA,
707-011601253,707-011601253,Item,11601253,PASTAZA,PASTAZA,VERACRUZ,16D01,1,Mariscal,Veracruz,,3,963,1er. ORDEN,,,CSR,,,,"-1.5097166,-77.9417241",-1.5097166,-77.9417241,84035471899,983289107362,,,,,984,,16,15,SIMON BOLIVAR Y ACAPULCO AL FINAL DE LA CALLE,
708-011601255,708-011601255,Item,11601255,PASTAZA,PASTAZA,CANELOS,16D01,2,Hospital  Puyo,Canelos,,3,2122,2do. ORDEN,,,CSR,,,,"-1.5900065,-77.7578551",-1.5900065,-77.7578551,86082518225,982397255482,,,,,2167,,40,90,BARRIO PALIMBE JUNTO AL INSTITUTO SUPERIOR BILINGUE,
